"Year","Country","Region","Location Name","Latitude","Longitude","Focal Depth (km)","Mag","Ms","MMI Int","Deaths","Death Description","Damage Description","Houses Destroyed Description"
"1976","TURKEY","140","TURKEY","40.89","42.85","44","5.5","5.5","","4","1","2","3"
"1976","ITALY","130","ITALY:  NE, BALKANS NW:   SLOVENIA: NW","46.356","13.275","9","6.5","6.5","10","978","3","4",""
"1976","CHINA","30","CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI","24.57","98.953","8","7.3","7.3","9","","2","3",""
"1976","CHINA","30","CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI","24.531","98.71","10","7.4","7.4","9","","2","3",""
"1976","INDONESIA","170","INDONESIA:  NEW GUINEA:  IRIAN JAYA","-4.603","140.091","33","7.1","7.1","","6000","4","3",""
"1976","PANAMA","100","PANAMA: DARIEN","7.4","-78.1","22","6.7","6.7","","5","1","1",""
"1976","INDONESIA","60","INDONESIA:  BALI","-8.17","114.888","40","6.5","6.5","","573","3","4",""
"1976","CHINA","30","CHINA:  NE:  TANGSHAN","39.57","117.98","23","7.5","7.9","11","242769","4","4",""
"1976","CHINA","30","CHINA:  NE:  TANGSHAN","39.664","118.401","26","7.4","7.4","9","","2","2","3"
"1976","PHILIPPINES","170","PHILIPPINES:  MINDANAO:  S","6.292","124.09","33","8","7.9","6","1200","4","4",""
"1976","PHILIPPINES","170","PHILIPPINES:  MINDANAO","7.249","122.939","22","6.8","6.8","","","1","1",""
"1976","TURKEY","140","TURKEY:  DENIZLI","37.7","28.89","3","4.9","4.9","4","4","1","2",""
"1976","ITALY","130","ITALY:  NORTHEASTERN","46.28","13.157","16","5.5","5.5","7","5","1","2",""
"1976","ITALY","130","ITALY:  NORTHEASTERN","46.302","13.197","10","6","6","9","11","1","2",""
"1976","INDONESIA","170","INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAYAWIJAYA","-4.517","139.918","33","7.1","7.1","8","133","3","1",""
"1976","IRAN","140","IRAN:  KHORASAN PROVINCE","33.8","59.15","13","6.2","6.2","8","17","1","3",""
"1976","TURKEY","140","TURKEY:  MURADIYE","39.12","44.03","36","7.3","7.3","10","5000","4","4",""
"1976","CHILE","160","CHILE:  POZO ALMONTE, OFICINA VICTORIA, ARICA","-20.52","-68.92","82","7.3","","8","1","1","2",""
"1976","SOUTH AFRICA","10","SOUTH AFRICA","-27.953","26.653","33","5.2","","","4","1","2",""
"1976","TURKEY","140","IRAN:  SADAL,DALAK DASHI,AB-E-GARM,SIAH CHESHMEH","39","44","","","","","1","1","2",""
"1977","ROMANIA","110","ROMANIA:  BUCHAREST","45.777","26.703","89","7.5","","","1641","4","4",""
"1977","PHILIPPINES","170","PHILIPPINES:  LUZON:  MANILA","16.77","122.33","37","7.3","7","7","1","1","1","1"
"1977","IRAN","140","IRAN:  BANDAR ABBAS","27.61","56.39","29","6.9","6.9","","167","3","3",""
"1977","TURKEY","140","TURKEY","38.56","40.02","21","4.9","4.9","","30","1","3",""
"1977","IRAN","140","IRAN:  NAGHAN,ARDAL,JAGHDAN,DASTGERD,KORDAN,SARMUR","31.98","50.68","41","5.9","5.9","","366","3","2",""
"1977","SOLOMON ISLANDS","170","SOLOMON ISLANDS","-9.828","160.323","33","6.8","6.8","6","34","1","3",""
"1977","SOLOMON ISLANDS","170","SOLOMON ISLANDS","-9.965","160.731","33","8.1","8.1","7","18","1","3",""
"1977","IRAN","140","IRAN:  AZARBAIJAN","38.934","44.38","37","5.4","5.4","","3","1","3",""
"1977","TURKEY","140","IRAN:  SIAH CHESHMEH,MUKHUR,ZOLUL,DALIK DASHI","39","44","","","","","6","1","3",""
"1977","TONGA","170","TONGA TRENCH","-22.878","-175.9","65","7.2","7.2","4","1","1","2",""
"1977","COLOMBIA","160","COLOMBIA:  APARTADO, MEDELLIN","7.34","-76.3","33","6.5","6.5","","3","1","2",""
"1977","ARGENTINA","160","ARGENTINA:  SAN JUAN PROVINCE:  MENDOZA","-31.03","-67.77","13","7.4","7.4","9","70","2","4",""
"1977","IRAN","140","IRAN:  BAB-TANGOL","30.95","56.47","31","5.8","5.8","","584","3","3",""
"1978","JAPAN","30","JAPAN:  TOKKAIDO, OSHIMA","34.809","139.259","14","6.6","6.6","5","25","1","3","2"
"1978","ITALY","130","ITALY:  SICILY","38.1","16.03","33","5","5","","2","1","2",""
"1978","PAKISTAN","60","PAKISTAN:  QUETTA, NUSHKI","29.926","66.302","33","5.9","5.9","2","1","1","2",""
"1978","MEXICO","150","MEXICO:  ACAPULCO","17.03","-99.74","36","6.6","6.6","","1","1","2",""
"1978","ITALY","130","ITALY:  SICILY","38.391","15.066","14","5.7","5.7","","5","1","2","3"
"1978","JAPAN","30","JAPAN:  SANRIKU","38.19","142.028","44","7.7","7.7","8","28","1","4","4"
"1978","GREECE","130","GREECE: THESSALONIKI","40.739","23.229","3","6.4","6.4","8","50","1","4",""
"1978","GUATEMALA","100","GUATEMALA:  PATZUN","14.843","-91.022","10","4.5","4.5","","17","1","2",""
"1978","IRAN","140","IRAN:  TABAS","33.386","57.434","33","7.8","7.8","","20000","4","4","4"
"1978","MEXICO","150","MEXICO:  OAXACA","16.01","-96.591","18","7.7","7.7","","9","1","2",""
"1978","IRAN","140","IRAN:  MASJED-E-SOLEYMAN","32.14","49.65","33","6.2","6.2","","76","2","2",""
"1979","IRAN","140","IRAN:  BONZANABAD","33.897","59.472","33","6.8","6.8","","200","3","2",""
"1979","PERU","160","PERU:  AREQUIPA","-16.39","-72.658","53","6.9","6.9","","18","1","2",""
"1979","MEXICO","150","MEXICO:  GUERRERO","17.813","-101.276","49","7.6","7.6","","5","1","4","3"
"1979","MONTENEGRO","130","BALKANS NW:  MONTENEGRO","42.096","19.209","10","6.9","6.9","9","131","3","4","4"
"1979","INDONESIA","60","INDONESIA:  SUMBAWA ISLAND","-8.207","115.949","25","5.8","5.8","","22","1","2",""
"1979","CHINA","30","CHINA:  JIANGSU PROVINCE:  LIYANG","31.452","119.241","11","5.4","5.4","8","42","1","4","4"
"1979","INDONESIA","170","INDONESIA:  NEW GUINEA:  IRIAN JAYA","-1.679","136.04","5","7.9","7.9","","15","1","3","3"
"1979","ITALY","130","ITALY:  CENTRAL:  UMBRIA","42.812","13.061","16","5.8","5.8","","5","1","3",""
"1979","INDONESIA","60","INDONESIA:  SUMBAWA ISLAND","-8.254","115.847","38","6.2","6.2","","2","1","2",""
"1979","GUATEMALA","100","GUATEMALA","13.833","-90.881","58","6.8","6.8","","4","1","2",""
"1979","INDONESIA","60","INDONESIA:  JAVA","-7.656","108.252","62","6.1","6.1","","30","1","3",""
"1979","GREECE","130","GREECE-ALBANIA","39.536","20.398","40","5.2","5.2","8","1","1","3",""
"1979","IRAN","140","IRAN:  KHORASAN","33.918","59.741","33","6.6","6.6","","350","3","3",""
"1979","COLOMBIA","160","COLOMBIA:  MANIZALES-ARMENIA","4.805","-76.217","108","6.4","","9","72","2","3",""
"1979","IRAN","140","IRAN","33.962","59.726","10","7.5","7.5","5","17","1","3",""
"1979","COLOMBIA","160","COLOMBIA: OFF SHORE, PACIFIC OCEAN","1.598","-79.358","33","7.7","7.7","9","600","3","3","4"
"1979","INDONESIA","60","INDONESIA:  S SUMATERA","-3.299","102.712","33","6.6","6.6","","8","1","2","4"
"1979","INDONESIA","60","INDONESIA:  SUMBAWA ISLAND:  BALI, LOMBOK","-8.39","115.889","33","6.3","6.3","","27","1","2",""
"1980","AZORES (PORTUGAL)","130","AZORES:   TERCEIRA, ANGRA DO HEROISMO","38.727","-27.75","13","6.9","7.2","8","69","2","2",""
"1980","MEXICO","150","MEXICO:  NW","32.22","-114.985","5","6.4","6.4","5","1","1","2",""
"1980","GREECE","130","GREECE:  AEGEAN SEA:  MAGNESIA","39.269","23.041","14","6.4","6.4","9","1","1","2",""
"1980","GREECE","130","GREECE:  VOLOS","39.203","22.729","10","4","","","1","1","2",""
"1980","IRAN","140","IRAN:  LAHIJAN, RASHT","37.19","50.201","62","5.4","","","1","1","2",""
"1980","NEPAL","60","NEPAL-INDIA:   PITHORAGARH","29.598","81.092","18","6.5","6.5","","200","3","4",""
"1980","HONDURAS","100","HONDURAS;  N GUATEMALA:  IZABEL PROVINCE","15.888","-88.516","22","6.4","6.4","","2","1","2",""
"1980","ECUADOR","160","ECUADOR:  W, GUAYAQUIL","-1.948","-80.017","55","5.6","","","8","1","2",""
"1980","INDIA","60","INDIA:  KASHMIR","32.913","75.633","25","4.9","4.9","","15","1","2","3"
"1980","INDIA","60","INDIA:  KASHMIR","32.834","75.629","33","4.8","4.8","","","1","1",""
"1980","JAPAN","30","JAPAN:  TOKYO, YOKOHAMA","35.45","139.964","73","6","","6","2","1","2",""
"1980","ALGERIA","15","ALGERIA:  NORTHERN","36.195","1.354","10","7.7","7.7","10","5000","4","4","4"
"1980","MEXICO","150","MEXICO:  S, HUAJAPAN DE LEON, OAXACA","18.211","-98.24","72","6.4","6.4","9","300","3","2","3"
"1980","PERU","160","PERU:  S CENTRAL","-13.347","-74.545","71","4.9","","","7","1","2",""
"1980","ITALY","130","ITALY:   AVELLINO, POTENZA, CASERTA, NAPLES","40.914","15.366","20","6.9","6.9","10","4689","4","4",""
"1980","IRAN","140","IRAN:  N CENTRAL, TEHRAN","34.587","50.652","33","5.8","5.8","","26","1","2",""
"1980","IRAN","140","IRAN:  N CENTRAL, TEHRAN","34.503","50.59","41","5.2","5.2","","3","1","2",""
"1981","INDONESIA","170","INDONESIA:  NEW GUINEA:  IRIAN JAYA: JAYAWIJAYA MTS","-4.576","139.232","33","6.7","6.7","","305","3","2",""
"1981","CHINA","30","CHINA:  SICHUAN PROVINCE","30.927","101.098","33","6.8","6.8","8","150","3","2","4"
"1981","ITALY","130","ITALY:  S","41.051","14.601","10","4.6","","7","12","1","1",""
"1981","GREECE","130","GREECE:  ATHENS-EASTERN GULF OF CORINTH","38.222","22.934","33","6.7","6.7","8","22","1","4","4"
"1981","GREECE","130","GREECE:  ATHENS-CORINTH-KHALIS","38.209","23.288","29","6.4","6.4","9","1","1","2",""
"1981","GREECE","130","GREECE:  PREVEZA","39.481","20.699","31","5.6","","8","2","1","2","0"
"1981","PERU","160","PERU:  AYACUCHO","-13.144","-74.376","38","4.8","4.8","","8","1","2",""
"1981","IRAN","140","IRAN:  SE:  GOLBAFT","29.913","57.715","33","6.7","6.7","","3000","4","2",""
"1981","PERU","160","PERU:  CENTRAL","-13.166","-74.522","24","5.2","5.2","","10","1","2",""
"1981","IRAN","140","IRAN:  SE, KERMAN","30.013","57.794","33","7.1","7.1","","3000","4","4",""
"1981","PAKISTAN","60","PAKISTAN: GILGIT","35.693","73.594","33","5.9","5.9","","220","3","2",""
"1981","COLOMBIA","160","VENEZUELA-N COLOMBIA","8.117","-72.527","54","5.4","","7","15","1","2",""
"1981","MEXICO","150","MEXICO:  MICHOACAN: LAZARO CARDENAS","18.048","-102.084","33","7.3","7.3","","3","1","2",""
"1981","PAKISTAN","60","PAKISTAN:  CENTRAL","29.856","66.962","33","4","4","","6","1","2","1"
"1982","JAPAN","30","JAPAN:  HOKKAIDO, URAKAWA, HIROO","42.158","142.361","44","6.7","6.7","10","110","3","2",""
"1982","MEXICO","150","MEXICO:  CHIAPAS","17.25","-93.21","9","3.5","3.5","","10","1","1",""
"1982","PERU","160","PERU:  COAST, LUNAHUANA, LIMA, HUANCAYO","-12.69","-76.065","95","6.1","","6","3","1","2",""
"1982","MEXICO","150","MEXICO:  GUERERRO, ORZIBA, OAXACA, GUADALUPE","16.558","-98.358","34","7","7","6","9","1","2",""
"1982","CHINA","30","CHINA:  SICHUAN PROVINCE:  GARZE","31.907","99.931","10","5.5","5.5","7","10","1","1",""
"1982","EL SALVADOR","100","EL SALVADOR:  SAN SALVADOR; GUATEMALA","13.313","-89.339","82","6.2","","7","43","1","2",""
"1982","HONDURAS","100","HONDURAS-GUATEMALA-EL SALVADOR","14.487","-89.121","12","5.1","5.1","4","3","1","2","3"
"1982","MACEDONIA","130","BALKANS NW:  ALBANIA:  BIER, BERAT, LUSHNJE","40.883","19.59","21","5.5","5.5","8","1","1","2",""
"1982","YEMEN","60","YEMEN:  DHAMAR","14.701","44.379","5","6","6","8","2800","4","4","4"
"1982","AFGHANISTAN","40","AFGHANISTAN:  NORTHEASTERN","36.148","69.011","36","6.6","6.6","","500","3","2",""
"1982","INDONESIA","60","INDONESIA:  FLORES ISLAND:  EASTERN","-8.405","123.08","33","5.9","5.9","","13","1","2","4"
"1983","MACEDONIA","130","BALKANS NW:  MACEDONIA:  SKOPJE","41.959","21.54","24","4.7","","7","12","1","1",""
"1983","IRAN","140","IRAN:  TEHRAN, DAMAVOND, AMOI","35.953","52.264","33","4.9","4.9","","30","1","2",""
"1983","COLOMBIA","160","COLOMBIA:  SW, POPAYAN","2.461","-76.686","22","4.9","4.9","8","350","3","4",""
"1983","COSTA RICA","100","COSTA RICA:  SE, PANAMA: W","8.717","-83.123","37","7.3","7.3","","6","1","2",""
"1983","INDONESIA","60","INDONESIA:  SUMATERA:  BANDA ACEH","5.723","94.722","79","6.6","","7","","1","2",""
"1983","CHINA","40","CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  WUQUA","40.025","75.26","33","5.6","5.6","","","1","1",""
"1983","PERU","160","PERU:  CHIMBOTE","-4.843","-78.103","104","6.5","","","10","1","1",""
"1983","JAPAN","30","JAPAN:  HONSHU:  AKITA","40.462","139.102","24","7.7","7.7","8","4","1","4",""
"1983","COSTA RICA","100","COSTA RICA:  SAN JOSE","9.652","-83.688","33","6.2","6.2","9","2","1","2",""
"1983","TURKEY","140","TURKEY:  NW, BIGA, ERDEK, ISTANBUL","40.324","27.222","10","6.1","6.1","8","5","1","2",""
"1983","IRAN","140","IRAN:  NW, ZANJIN","36.948","49.18","41","5","5","6","3","1","2","2"
"1983","JAPAN","30","JAPAN:  HONSHU:  S COAST","35.5","139.07","25","5.3","5.3","","1","1","1","2"
"1983","PHILIPPINES","170","PHILIPPINES:  LUZON","18.231","120.86","29","6.5","6.5","8","16","1","2","3"
"1983","CHILE","160","CHILE:  NORTHERN:  COPOAPO-CHANARAL","-26.535","-70.563","15","7.3","7.3","7","5","1","2","1"
"1983","INDONESIA","170","INDONESIA:  CENTRAL SULAWESI","1.131","120.858","33","6.1","6.1","7","2","1","2","1"
"1983","USA","150","IDAHO:  BORAH PEAK, CHALLIS, MACKAY","43.974","-113.916","14","7.3","7.3","9","2","1","3",""
"1983","TURKEY","140","TURKEY:  ERZURUM, KARS, KHORASAN, PASINLER, NARMAN","40.33","42.187","12","6.9","6.9","","1342","4","4","4"
"1983","CHINA","30","CHINA:  E, HEZE-DONGMING, SHANDONG PROVINCE","35.206","115.213","19","5.3","5.3","7","34","1","2","4"
"1983","BELGIUM","120","BELGIUM","50.696","5.346","10","5","","7","2","1","4","3"
"1983","PAPUA NEW GUINEA","170","PAPUA NEW GUINEA:  ULAWUN, RABAUL","-5.392","151.868","26","6.4","6.4","5","10","1","4",""
"1983","GUINEA","10","GUINEA:  GAOUAL-KOUMBIA","11.866","-13.529","11","6.2","6.2","9","443","3","3","4"
"1983","AFGHANISTAN","40","AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN","36.372","70.738","215","7.2","","7","26","1","2",""
"1984","INDONESIA","170","INDONESIA:  SULAWESI:  W","-2.823","118.806","33","6.6","6.6","7","2","1","1",""
"1984","AFGHANISTAN","40","AFGHANISTAN:  KHOROG, JALALABAD; PAKISTAN","34.616","70.484","33","5.8","5.8","4","1","1","2",""
"1984","PAKISTAN","60","PAKISTAN-NW AFGHANISTAN:  HINDU KUSH: CHITRAL-LANDI","36.431","70.826","208","6.1","","6","4","1","2",""
"1984","ITALY","130","ITALY:  CENTRAL:  :PERUGIA-ASSISSI-GUBBIO","43.26","12.558","12","5.3","5.3","8","3","1","4",""
"1984","ITALY","130","ITALY:  S CENTRAL:  ABRUZZO","41.765","13.898","10","5.8","5.8","8","3","1","2",""
"1984","ITALY","130","ITALY:  S CENTRAL:  ABRUZZO","41.831","13.961","14","5.2","5.2","8","3","1","2",""
"1984","BOSNIA-HERZEGOVINA","130","BOSNIA-HERZEGOVINA:  LJUBINJE; CROATIA:  DUBROVNIK","42.967","17.734","30","5.1","5.1","7","1","1","2",""
"1984","DOMINICAN REPUBLIC","90","DOMINICAN REPUBLIC:  SANTO DOMINGO","17.984","-69.338","24","6.7","6.7","5","5","1","1",""
"1984","JAPAN","30","JAPAN:  KYUSHU:  NOBEOKA","32.386","131.945","46","6.7","6.7","6","20","1","2",""
"1984","JAPAN","30","JAPAN:  HONSHU:  CENTRAL: MT ONTAKE","35.789","137.488","10","6.1","6.1","6","29","1","4",""
"1984","TURKEY","140","TURKEY:  E, ERZURUM, OLUR-SENKAYA","40.885","42.219","10","6.4","6.4","8","3","1","2","4"
"1984","TURKEY","140","TURKEY:  E, SENKAYA","40.545","42.403","60","5.3","","","3","1","3","4"
"1984","INDIA","60","INDIA:  ASSAM, CACHAR DISTRICT","24.641","92.891","23","5.6","","","20","1","3",""
"1985","ARGENTINA","160","ARGENTINA:  WEST CENTRAL, MENDOZA, LA LIGUA","-33.053","-68.467","5","6.9","6.9","7","6","1","2","4"
"1985","IRAN","140","IRAN:  S, FIRUZABAD-JAHROM","28.399","52.997","37","5.3","5.3","","1","1","2","4"
"1985","CHILE","160","CHILE:  CENTRAL COAST, SAN ANTONIO, VALPARAISO","-33.132","-71.708","40","8","7.8","8","180","3","4","4"
"1985","CHILE","160","CHILE:  VALPARAISO, VINA DEL MAR","-32.663","-71.551","33","6.6","6.6","7","1","1","2",""
"1985","PHILIPPINES","170","PHILIPPINES:  PAGADIAN,  ZAMBOANGA","7.758","123.544","33","6.5","6.5","5","2","1","2","1"
"1985","CHILE","160","CHILE:  NEAR CENTRAL COAST, SANTIAGO-VALPARAISO","-34.131","-71.618","38","7.5","7.5","6","2","1","2",""
"1985","CHINA","30","CHINA:  YUNNAN PROVINCE","25.926","102.871","5","5.8","5.8","8","23","1","2",""
"1985","PHILIPPINES","170","PHILIPPINES:  LUZON:  BENGUET PROVINCE,  BAGUIO","16.498","120.815","33","6.1","6.1","7","6","1","2",""
"1985","PAPUA NEW GUINEA","170","PAPUA NEW GUINEA:  NEW BRITAIN:  BIALLA, PIONA","-5.599","151.045","27","7.1","7.1","8","1","1","2",""
"1985","AFGHANISTAN","40","AFGHANISTAN:  HINDU KUSH:  CHITRAL, SWAT","36.19","70.896","99","6.6","","8","5","1","2",""
"1985","CHINA","40","CHINA:  S XINJIANG:  WUQUA-SHUFU","39.431","75.224","7","7.5","7.5","7","71","2","2","3"
"1985","INDONESIA","170","INDONESIA:  NEW GUINEA:  IRIAN JAYA:  ENAROTALI","-4.13","136.049","10","6.3","6.3","","10","1","2",""
"1985","MEXICO","150","MEXICO:  MICHOACAN:  MEXICO CITY","18.19","-102.533","28","8.1","8.1","9","9500","4","4","4"
"1985","MEXICO","150","MEXICO:  SW COAST:  MEXICO CITY","17.802","-101.647","31","7.6","7.6","6","","2","2",""
"1985","TAJIKISTAN","40","TAJIKISTAN:  KAPTOLYUK, KAYRAKKUM, GAFUROV","40.301","69.823","16","5.9","5.9","9","29","1","4","3"
"1985","ALGERIA","15","ALGERIA:  ANNABA-SETIF-SOUK","36.46","6.761","10","5.9","5.9","","6","1","1",""
"1985","ITALY","130","ITALY:  SICILY","37.688","15.068","10","4.3","","","1","1","1",""
"1986","PERU","160","PERU:  HUARMEY, CASMA, HUARAX, CHIMBOTE","-9.505","-77.512","39","5.3","","4","1","1","2","2"
"1986","PERU","160","PERU:  CUZCO","-13.41","-71.785","51","4.6","4.6","6","16","1","3","4"
"1986","INDIA","60","INDIA:  KASHMIR:  DHARMSALA,  LAHORE, PAKISTAN","32.128","76.374","33","5.3","5.3","","6","1","3",""
"1986","TURKEY","140","TURKEY:  DOGANSEHIR-GOLBASHI, KAPIDERE","37.993","37.806","10","5.9","5.9","","15","1","2","4"
"1986","GEORGIA","40","GEORGIA:  AKHALKALAKI, SUSUZ","41.431","43.737","10","5.7","5.7","7","2","1","3","4"
"1986","TAIWAN","30","TAIWAN:  HUALIEN","24.125","121.619","19","6.4","6.4","","1","1","1",""
"1986","VENEZUELA","160","VENEZUELA","10.597","-62.928","19","6.2","6.2","7","2","1","2",""
"1986","IRAN","140","IRAN:  S, FARS PROVINCE, MAMASANI, SHIRAZ","29.962","51.582","10","5.6","5.6","","1","1","2","3"
"1986","VENEZUELA","160","VENEZUELA:  CHURUGUARA,  FALCON, LARA","10.77","-69.428","7","4.9","4.9","","1","1","1","1"
"1986","ROMANIA","110","ROMANIA:  BUCHAREST, KISHINEV-KAGUL","45.547","26.316","132","6.9","6.9","8","2","1","4",""
"1986","GREECE","130","GREECE:  KALAMI, LAKONIA, ZAKINTHOS","37.014","22.176","11","5.8","5.8","10","20","1","2","4"
"1986","EL SALVADOR","100","EL SALVADOR:  SAN SALVADOR","13.827","-89.118","7","5.4","5.4","","1100","4","4",""
"1986","TAIWAN","30","TAIWAN:  TAIPEI, HUALIEN","23.901","121.574","34","7.8","7.8","8","15","1","1",""
"1986","BRAZIL","160","BRAZIL:  JOAO CAMARA, NATAL","-5.494","-35.769","5","4.8","4.8","","1","1","2","4"
"1986","BULGARIA","110","BULGARIA:  VELIKO TURNOVO-TURGOVISHTE","43.274","25.912","21","5.6","5.6","7","3","1","2",""
"1987","ALGERIA","15","ALGERIA:  MOHAMMADIA, QUED, FODDA, TISSEMSILT","35.964","1.374","10","4.3","4.3","","1","1","2","3"
"1987","PAPUA NEW GUINEA","170","PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND","-6.088","147.689","55","7.6","7.6","7","3","1","2","3"
"1987","NEW ZEALAND","170","NEW ZEALAND:  NORTH ISLAND, WHAKATANI, EDGECUMBE","-37.965","176.765","19","6.6","6.6","10","1","1","4",""
"1987","CHILE","160","CHILE:  ANTOFAGASTA, ARICA","-24.388","-70.161","62","7.3","7.3","6","1","1","2",""
"1987","ECUADOR","160","ECUADOR:  NAPO PROVINCE, QUITO, TULCAN","0.083","-77.785","10","7.2","6.9","","5000","4","4",""
"1987","JAPAN","30","JAPAN:  KYUSHU:  MIYAZAKI, NAZE","32.034","131.837","54","6.7","6.7","","2","1","2",""
"1987","INDONESIA","60","INDONESIA:  SUMATERA:  N, TARUTUNG-LAKE TOBA,","2.244","98.866","11","6.6","6.6","","2","1","2","3"
"1987","PHILIPPINES","170","PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY","8.047","125.41","32","5.2","5.2","2","1","1","1",""
"1987","IRAN","140","IRAN:  W, NAHAVAND-HAMADEN-TUYSARKAN","34.076","48.266","41","4.6","4.6","","2","1","1",""
"1987","CHILE","160","CHILE:  ARICA, IQUIQUE","-19.022","-69.991","70","6.9","6.9","7","5","1","2","3"
"1987","PERU","160","CHILE:  ARICA; PERU:  AREQUIPA, TACNA","-17.897","-70.931","37","6.4","6.4","5","1","1","1",""
"1987","ECUADOR","160","ECUADOR:  AMBATO, LATACUNGA, RIOBAMBA","-0.978","-78.05","10","6.2","6.2","","2","1","2","3"
"1987","USA","150","CALIFORNIA:  WHITTIER","34.061","-118.078","10","5.7","5.7","8","8","1","4",""
"1987","PERU","160","PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE","-8.143","-77.954","20","5.1","5.1","4","3","1","2","3"
"1987","USA","150","CALIFORNIA:  WHITTIER, PASADENA","34.07","-118.1","8","4.8","4.8","","1","1","2",""
"1987","USA","150","CALIFORNIA:  SUPERSTITION HILLS","33.082","-115.775","5","6.2","6.2","6","2","1","2",""
"1987","INDONESIA","60","INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG","-8.247","124.155","33","6.5","6.5","","125","3","2","3"
"1987","JAPAN","30","JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO","35.362","140.214","63","6","","8","2","1","2",""
"1988","BANGLADESH","60","BANGLADESH:  SYLHET; INDIA:  TIPURA-ASSAM","24.688","91.57","33","5.8","5.8","","2","1","2",""
"1988","PHILIPPINES","170","PHILIPPINES:  MINDORO:  SAN JOSE, CALAPAN","12.376","121.067","17","6.2","6.4","7","2","1","2",""
"1988","TAIWAN","30","TAIWAN:  HUALIEN, SU-HUA","23.902","121.598","51","5.7","5.7","","1","1","1",""
"1988","MYANMAR (BURMA)","60","MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL","25.149","95.127","91","7.2","7.2","6","3","1","2",""
"1988","IRAN","140","IRAN:  S, MAMASANI, BUSHEHR, NURABAD","29.974","51.679","33","6.1","6.1","","1","1","2",""
"1988","NEPAL","60","NEPAL-INDIA:  KATHMANDU, BIHAR","26.755","86.616","57","6.6","6.6","8","998","3","4",""
"1988","GUATEMALA","100","GUATEMALA:  S PALIN, SAN VICENTE PACAYA","13.881","-90.45","69","6","6","6","5","1","2",""
"1988","CHINA","30","CHINA:  YUNNAN PROVINCE","22.789","99.611","18","7.3","7.3","10","738","3","4","4"
"1988","ARMENIA","40","ARMENIA:  LENINAKAN, SPITAK, KIROVAKAN","40.987","44.185","5","6.8","6.8","10","25000","4","4","4"
"1989","TAJIKISTAN","40","TAJIKISTAN:  SHARORA, GISSAR","38.465","68.694","33","5.3","","7","274","3","3",""
"1989","MALAWI","10","MALAWI:  SALIMA, DEDZA, MOHINJI","-13.702","34.42","30","6.1","6.1","","9","1","4",""
"1989","CHINA","30","CHINA:  SICHUAN PROVINCE:  BATANG","29.987","99.195","13","6.2","6.2","","11","1","4",""
